栅格ID,小区ID,天线水平倾斜角,天线垂直倾斜角,距离,天线高度,RSRP
1650,481363_101515,125931787,45,356,380,29,-91
2395,481289_101553,125890330,17,354,620,32,-123
745,481335_101521,125932299,147,155,224,25,-106
922,481352_101520,17854861,357,351,256,26,-90
2467,481365_101531,17854861,11,348,651,26,-81
2450,481382_101508,125890571,337,347,642,25,-110
1520,481362_101487,125890571,58,352,358,25,-108
2557,481314_101554,125932299,306,346,746,25,-90
3218,481392_101423,17854861,122,164,2430,26,-109
1326,481343_101506,125890571,201,160,327,25,-107
3055,481242_101520,125890330,348,352,1850,32,-96
669,481309_101555,125890330,50,4,209,32,-96
915,481355_101518,17854861,17,352,255,26,-96
1425,481301_101547,125890330,0,356,342,32,-103
231,481311_101551,125890330,29,9,117,32,-99
2778,481308_101536,125931787,272,19,1103,29,-113
1474,481384_101497,125870872,19,2,350,45,-111
1221,481324_101539,125932299,302,351,308,25,-95
2751,481339_101571,125932299,353,344,1047,25,-97
2917,481390_101436,125870872,131,172,1353,45,-101
1989,481321_101544,125932299,305,348,449,25,-92
1100,481353_101521,17854861,359,351,288,26,-87
2978,481298_101476,125932299,198,162,1562,25,-108
1321,481356_101521,17854861,10,350,326,26,-106
1888,481360_101523,17854861,16,349,425,26,-94
2592,481387_101487,125890571,17,346,795,25,-91
1922,481369_101488,125890571,37,349,432,25,-110
2764,481418_101498,125870872,47,358,1074,45,-117
2173,481372_101514,125890571,314,348,517,25,-104
687,481308_101554,125890330,41,2,212,32,-95
3161,481255_101494,17854861,230,164,2170,26,-97
2599,481382_101509,17854861,63,350,804,26,-115
2795,481308_101505,125890330,289,355,1124,32,-106
607,481381_101489,125870872,49,15,196,45,-111
1784,481317_101537,125932299,280,2,405,25,-82
2486,481359_101519,125932299,95,145,665,25,-112
808,481308_101543,125890330,330,359,237,32,-107
540,481349_101504,125890571,208,156,183,25,-118
2043,481364_101521,125931787,28,354,464,29,-79
1301,481357_101520,17854861,16,350,323,26,-98
2625,481391_101506,125890571,345,346,832,25,-118
2844,481347_101511,125890330,241,167,1204,32,-94
89,481316_101552,125890330,105,116,74,32,-90
2446,481371_101524,17854861,31,348,641,26,-75
113,481347_101514,17854861,327,7,83,26,-95
3319,481220_101440,125890330,320,351,3516,32,-117
1235,481360_101507,17854861,75,5,311,26,-102
2137,481368_101516,17854861,46,350,497,26,-104
2936,481427_101464,125870872,83,11,1384,45,-110
191,481337_101529,125932299,79,46,106,25,-101
3236,481282_101425,125931787,187,169,2624,29,-71
2341,481381_101499,125890571,357,347,588,25,-112
3333,481158_101534,125890330,4,351,3656,32,-105
2945,481390_101453,125890571,49,346,1420,25,-98
1498,481301_101554,125890330,27,356,356,32,-109
3334,481285_101669,125932299,325,343,3659,25,-122
248,481351_101514,17854861,19,359,121,26,-108
3038,481362_101493,125890330,240,168,1772,32,-84
1760,481362_101500,125870872,289,14,400,45,-108
70,481358_101501,125890571,334,9,66,25,-96
2847,481397_101530,125890571,318,346,1216,25,-105
2900,481396_101538,125931787,31,351,1316,29,-110
2747,481400_101506,125890571,346,346,1037,25,-103
158,481358_101497,125890571,44,5,97,25,-96
1557,481363_101511,17854861,59,353,365,26,-99
2159,481391_101499,125870872,27,0,508,45,-120
1755,481390_101488,125870872,58,7,398,45,-99
880,481360_101491,125890571,58,356,248,25,-99
1871,481349_101537,125932299,51,348,422,25,-110
1271,481385_101482,125870872,84,53,317,45,-116
1243,481369_101501,125890571,350,349,312,25,-113
1257,481366_101508,125890571,317,351,314,25,-91
1759,481357_101524,17854861,6,349,400,26,-116
771,481357_101511,125931787,58,3,227,29,-111
1312,481302_101546,125890330,356,356,325,32,-104
2425,481374_101516,125931787,49,354,632,29,-98
672,481356_101509,17854861,70,7,209,26,-107
366,481375_101493,125870872,352,12,149,45,-85
859,481338_101538,125932299,18,349,245,25,-104
514,481366_101485,125870872,219,156,177,45,-114
1550,481367_101490,125890571,36,349,364,25,-115
1248,481302_101549,125890330,8,356,314,32,-109
1517,481371_101500,125890571,354,349,357,25,-100
2018,481347_101529,125931787,329,354,456,29,-110
1794,481320_101541,125932299,297,350,407,25,-90
851,481330_101539,125932299,329,349,243,25,-108
3020,481427_101482,125890571,9,345,1709,25,-128
2654,481382_101498,17854861,80,356,865,26,-102
2381,481360_101509,125870872,299,3,612,45,-108
1662,481389_101485,125870872,68,13,381,45,-93
1128,481355_101520,17854861,10,351,292,26,-107
2611,481378_101527,125931787,32,352,818,29,-92
3303,481283_101387,125890571,116,164,3288,25,-103
2289,481397_101491,125870872,51,2,565,45,-101
845,481356_101516,125931787,29,357,242,29,-86
2010,481386_101501,125870872,14,0,453,45,-105
3032,481411_101548,125890571,313,346,1756,25,-111
1427,481323_101540,125932299,302,350,342,25,-99
2270,481392_101501,125870872,25,0,555,45,-100
549,481338_101535,125932299,30,351,185,25,-97
1105,481323_101537,125932299,293,355,289,25,-95
361,481314_101555,125890330,82,58,149,32,-104
892,481356_101490,125890571,81,22,251,25,-110
2574,481301_101520,125932299,239,159,768,25,-125
445,481367_101491,125870872,271,85,165,45,-114
1086,481385_101487,125870872,62,14,284,45,-97
2991,481297_101487,125890330,296,353,1619,32,-106
1061,481354_101520,125931787,6,355,279,29,-102
1666,481377_101473,125870872,133,165,382,45,-110
480,481352_101516,125931787,12,359,172,29,-97
640,481309_101544,125890330,331,1,204,32,-90
625,481370_101495,125870872,309,15,200,45,-113
14,481315_101550,125890330,50,63,38,32,-92
2213,481367_101500,125931787,88,57,531,29,-79
2666,481391_101487,125890571,15,346,880,25,-120
1543,481331_101544,125932299,338,347,362,25,-114
3272,481415_101474,125890330,227,170,2971,32,-112
3168,481411_101555,125890330,186,170,2208,32,-103
1626,481389_101487,125870872,61,9,375,45,-99
464,481337_101535,125932299,24,352,170,25,-101
2487,481376_101509,125931787,63,355,666,29,-100
1168,481345_101533,125932299,59,352,299,25,-112
405,481353_101514,17854861,30,357,157,26,-95
2641,481390_101488,125890571,14,346,850,25,-105
1437,481362_101512,17854861,55,353,343,26,-101
2490,481362_101474,125890571,71,351,668,25,-110
3111,481421_101451,125890571,32,345,1946,25,-109
2525,481315_101552,125932299,306,346,692,25,-90
629,481307_101548,125890330,1,0,202,32,-80
609,481317_101557,125890330,109,146,197,32,-105
2073,481318_101543,125932299,297,349,475,25,-88
2637,481383_101504,125931787,70,355,844,29,-111
2409,481335_101532,125890330,232,166,625,32,-92
133,481346_101514,17854861,311,12,88,26,-92
1,481333_101530,125932299,22,48,28,25,-108
293,481310_101549,125890330,6,5,132,32,-94
886,481358_101511,17854861,58,357,250,26,-108
1875,481391_101489,125870872,55,5,422,45,-108
1879,481388_101497,125870872,28,1,423,45,-104
583,481339_101510,17854861,236,152,192,26,-83
2398,481374_101513,125931787,55,354,621,29,-100
881,481305_101551,125890330,18,358,249,32,-92
2944,481387_101556,125932299,50,344,1419,25,-93
2543,481362_101520,125932299,92,130,721,25,-88
330,481334_101535,125932299,359,353,140,25,-95
2009,481366_101516,17854861,44,350,453,26,-86
53,481358_101500,125890571,355,8,61,25,-85
1534,481360_101519,17854861,27,350,360,26,-93
2838,481394_101491,125931787,82,1,1189,29,-84
913,481324_101536,125932299,292,357,255,25,-98
488,481352_101494,125890571,112,146,173,25,-103
2817,481332_101461,125870872,207,172,1156,45,-108
1594,481373_101473,125870872,148,166,369,45,-106
2407,481374_101514,125931787,53,354,624,29,-102
1639,481325_101543,125932299,314,348,378,25,-98
1490,481357_101486,125890571,78,5,353,25,-113
3365,481279_101707,125932299,327,343,4611,25,-131
1890,481391_101490,125870872,52,4,425,45,-104
1447,481324_101538,125890330,244,159,345,32,-86
544,481360_101506,125890571,302,359,183,25,-118
149,481333_101526,125932299,155,146,94,25,-97
2564,481386_101511,125890571,334,347,755,25,-109
885,481357_101515,125931787,36,358,250,29,-92
1242,481369_101499,125890571,359,349,312,25,-106
2799,481389_101534,125931787,31,351,1126,29,-97
1771,481312_101565,125890330,86,49,402,32,-95
3054,481410_101465,125931787,95,161,1848,29,-97
494,481380_101489,125870872,48,17,174,45,-92
639,481307_101551,125890330,20,0,204,32,-82
2512,481373_101522,125890571,302,348,682,25,-110
2191,481350_101543,125932299,38,346,523,25,-87
1150,481344_101535,125932299,49,350,296,25,-84
2286,481317_101547,125932299,302,347,565,25,-91
2800,481403_101523,125870872,10,357,1126,45,-96
2640,481389_101486,125890571,18,346,848,25,-97
2677,481386_101507,17854861,65,350,900,26,-106
924,481356_101517,125931787,24,357,256,29,-89
2878,481306_101574,125932299,313,344,1269,25,-109
247,481316_101554,125890330,102,125,121,32,-101
1013,481360_101490,125890571,60,355,271,25,-104
1896,481391_101485,125870872,67,11,426,45,-91
2621,481389_101488,125890571,15,346,828,25,-107
1132,481362_101510,125890571,298,355,292,25,-111
2431,481371_101521,125890571,300,349,635,25,-90
3047,481374_101442,17854861,127,164,1831,26,-132
2385,481398_101480,125870872,76,13,613,45,-106
2387,481373_101517,17854861,46,349,615,26,-113
2019,481389_101498,125870872,27,1,456,45,-102
604,481362_101495,125890571,32,353,196,25,-109
1956,481366_101514,17854861,50,351,441,26,-107
2866,481294_101501,17854861,230,164,1252,26,-102
2649,481383_101501,17854861,75,352,862,26,-103
744,481379_101481,125870872,106,140,223,45,-112
2263,481372_101516,125890571,310,348,552,25,-103
1530,481339_101523,17854861,296,355,360,26,-107
3273,481242_101442,17854861,207,165,2978,26,-108
2216,481293_101545,125890330,359,354,532,32,-84
2185,481356_101530,17854861,354,348,522,26,-83
2949,481255_101537,125890330,358,352,1431,32,-102
2470,481305_101524,125932299,245,158,652,25,-112
2268,481371_101517,125890571,306,349,555,25,-92
3026,481426_101476,125890571,14,345,1733,25,-110
1249,481325_101540,125932299,308,350,314,25,-102
1891,481362_101521,17854861,25,349,426,26,-76
454,481332_101523,125932299,169,154,168,25,-98
2567,481303_101543,125932299,279,354,760,25,-116
1651,481364_101487,125890571,52,351,380,25,-110
355,481371_101493,125870872,311,21,147,45,-105
1305,481360_101516,17854861,38,351,323,26,-89
992,481375_101498,125870872,341,5,267,45,-92
757,481381_101483,125870872,88,83,225,45,-115
1160,481365_101508,125890571,314,351,297,25,-102
3134,481262_101528,17854861,252,163,2013,26,-83
1325,481324_101540,125932299,305,350,327,25,-91
194,481347_101515,17854861,328,2,107,26,-88
1210,481360_101514,17854861,46,352,306,26,-97
2449,481319_101552,125932299,312,346,642,25,-85
665,481356_101512,125931787,51,3,206,29,-102
1877,481325_101545,125932299,318,347,423,25,-112
3149,481290_101442,125890571,132,164,2097,25,-124
290,481351_101503,125890571,210,152,131,25,-87
1719,481299_101546,125890330,358,355,392,32,-100
731,481365_101501,125890571,348,351,220,25,-100
2839,481336_101544,125890571,242,162,1191,25,-126
1968,481323_101545,125932299,312,347,444,25,-103
1795,481360_101522,17854861,19,349,407,26,-100
1764,481325_101544,125932299,316,347,401,25,-104
3082,481269_101534,17854861,257,162,1896,26,-91
322,481353_101510,125931787,66,19,138,29,-111
1564,481348_101533,125932299,62,351,366,25,-109
1231,481332_101542,125932299,341,347,311,25,-116
2684,481356_101546,125931787,343,351,904,29,-74
1093,481385_101489,125870872,53,10,286,45,-118
2721,481412_101501,125870872,41,358,964,45,-114
997,481358_101507,17854861,78,14,268,26,-92
1218,481360_101514,125931787,45,357,307,29,-102
2697,481385_101523,17854861,42,348,924,26,-120
2620,481388_101486,125890571,18,346,827,25,-102
2360,481373_101513,125931787,55,354,598,29,-98
325,481329_101534,125932299,306,0,139,25,-92
2948,481256_101534,125890330,355,352,1427,32,-94
612,481377_101481,125870872,116,148,197,45,-101
855,481315_101559,125890330,95,122,244,32,-114
3031,481412_101547,125931787,31,351,1748,29,-94
1336,481366_101499,125870872,299,10,328,45,-109
2480,481374_101514,125870872,332,359,661,45,-107
3003,481276_101489,125932299,220,161,1655,25,-111
1365,481340_101541,125932299,18,347,333,25,-94
2766,481336_101461,125870872,204,172,1082,45,-113
1635,481389_101486,125870872,65,11,377,45,-96
259,481342_101510,125931787,233,149,125,29,-105
622,481341_101528,125932299,84,43,200,25,-95
441,481331_101536,125932299,331,352,165,25,-105
2843,481407_101506,125890571,348,346,1197,25,-108
281,481361_101500,125890571,355,356,128,25,-89
407,481309_101548,125890330,358,2,158,32,-62
442,481354_101509,17854861,73,17,165,26,-108
2682,481386_101506,17854861,67,350,903,26,-112
2605,481389_101490,125890571,11,346,812,25,-103
2947,481271_101534,125932299,259,157,1425,25,-86
2507,481385_101500,125890571,354,347,680,25,-109
2140,481385_101504,125870872,6,0,498,45,-106
1434,481387_101484,125870872,73,21,342,45,-101
1675,481369_101491,125890571,29,349,384,25,-112
1731,481347_101538,125932299,45,348,394,25,-106
2622,481404_101504,125870872,32,358,828,45,-106
3025,481276_101489,17854861,223,164,1732,26,-90
3356,481280_101696,125932299,326,343,4340,25,-129
2551,481387_101506,125890571,343,347,741,25,-107
686,481356_101513,17854861,45,356,211,26,-107
2523,481375_101521,125890571,307,348,691,25,-119
1554,481301_101555,125890330,31,356,365,32,-89
931,481339_101538,125932299,22,349,257,25,-97
557,481310_101544,125890330,326,2,187,32,-100
1838,481360_101484,125890571,69,354,414,25,-119
2706,481317_101488,125890571,156,163,939,25,-90
1154,481303_101547,125890330,359,357,297,32,-111
2610,481388_101513,125890571,332,346,817,25,-114
2657,481389_101516,125890571,328,346,870,25,-105
197,481347_101515,125931787,328,8,108,29,-79
750,481306_101548,125890330,2,359,225,32,-79
1112,481368_101499,125890571,359,349,289,25,-111
17,481333_101531,125932299,1,17,43,25,-87
3278,481413_101407,17854861,116,164,3011,26,-120
481,481353_101515,125931787,23,0,172,29,-116
575,481354_101515,17854861,28,354,190,26,-95
2519,481368_101475,125890571,58,348,689,25,-110
1230,481304_101543,125890330,341,357,311,32,-131
1783,481299_101544,125890330,352,355,405,32,-117
763,481360_101492,125890571,55,356,226,25,-103
1452,481386_101494,125870872,33,4,345,45,-97
2829,481391_101535,125931787,31,351,1178,29,-77
135,481332_101533,125932299,336,0,89,25,-89
1521,481362_101515,125931787,44,356,358,29,-99
635,481376_101495,125870872,353,7,202,45,-96
1514,481369_101507,125890571,327,349,357,25,-107
460,481315_101556,125890330,93,106,170,32,-96
3148,481390_101594,125932299,27,343,2087,25,-93
1994,481392_101485,125870872,67,9,449,45,-104
552,481358_101493,125890571,64,3,185,25,-95
3259,481410_101471,125890330,230,170,2933,32,-98
3267,481349_101435,125890330,263,165,2966,32,-107
3137,481338_101430,125931787,156,169,2035,29,-109
3301,481285_101653,125932299,322,343,3279,25,-115
2056,481364_101483,125890571,58,350,468,25,-102
77,481353_101499,125890571,149,141,68,25,-106
2106,481359_101527,125931787,6,353,488,29,-108
3007,481373_101448,125931787,127,168,1682,29,-122
2810,481335_101458,125870872,202,172,1147,45,-109
2932,481427_101511,125870872,36,357,1380,45,-99
424,481354_101512,17854861,49,0,161,26,-103
1401,481364_101489,125890571,47,351,338,25,-111
2528,481374_101522,125890571,304,348,696,25,-110
2544,481385_101510,125890571,335,347,724,25,-114
340,481311_101553,125890330,47,10,143,32,-98
1343,481361_101514,17854861,47,352,329,26,-96
1388,481361_101515,17854861,43,352,336,26,-93
412,481376_101493,125870872,0,11,158,45,-88
3213,481379_101407,125890571,71,346,2391,25,-110
1990,481360_101501,125870872,286,14,449,45,-122
88,481313_101548,125890330,343,17,74,32,-97
998,481315_101560,125890330,95,126,269,32,-120
819,481337_101510,125931787,236,157,238,29,-112
323,481376_101492,125870872,5,14,138,45,-91
1996,481373_101492,125890571,19,348,450,25,-110
766,481309_101556,125890330,54,5,227,32,-93
321,481352_101514,17854861,25,358,138,26,-96
2108,481330_101549,125932299,336,346,489,25,-111
1510,481359_101520,17854861,22,350,357,26,-89
2974,481423_101447,125870872,98,164,1542,45,-90
836,481359_101509,125890571,286,5,240,25,-114
979,481367_101500,125890571,354,350,265,25,-108
1443,481354_101523,125931787,359,354,344,29,-97
1792,481298_101548,125890330,5,355,407,32,-123
2344,481290_101550,125890330,11,354,590,32,-100
271,481338_101530,125932299,68,14,127,25,-115
46,481334_101528,125932299,115,122,57,25,-97
1110,481356_101519,125931787,17,356,289,29,-103
1133,481366_101478,125870872,185,166,292,45,-117
2408,481292_101537,125890330,342,354,625,32,-98
1669,481299_101550,125890330,12,355,383,32,-116
16,481334_101530,125932299,51,38,42,25,-104
2541,481374_101523,125890571,303,348,716,25,-93
2863,481328_101460,125870872,208,172,1246,45,-101
2241,481322_101549,125932299,315,346,543,25,-100
3331,481376_101356,125890571,77,346,3637,25,-110
867,481363_101493,125890571,38,352,246,25,-121
1902,481362_101484,125890571,63,352,428,25,-96
2854,481406_101516,125890571,336,346,1231,25,-113
2587,481388_101490,125890571,12,346,790,25,-100
438,481350_101504,125890571,212,154,164,25,-106
2188,481360_101528,125931787,6,353,522,29,-114
1222,481358_101518,17854861,26,351,308,26,-87
2937,481349_101555,125890571,258,159,1386,25,-118
2515,481373_101515,125870872,330,359,686,45,-109
2022,481385_101502,125870872,10,0,457,45,-98
1038,481357_101517,125931787,27,356,275,29,-86
1111,481357_101518,17854861,23,351,289,26,-87
2313,481372_101509,17854861,64,351,574,26,-101
262,481368_101489,125870872,257,118,125,45,-109
1246,481331_101542,125932299,337,347,313,25,-109
3064,481369_101439,125931787,132,168,1868,29,-101
755,481365_101502,125890571,342,351,225,25,-105
1931,481366_101510,17854861,62,353,434,26,-100
3,481332_101530,125932299,307,61,29,25,-89
1378,481325_101541,125932299,311,349,335,25,-100
1513,481369_101493,125890571,22,349,357,25,-104
2521,481372_101523,125890571,300,349,690,25,-104
2709,481362_101546,125931787,352,351,945,29,-89
139,481375_101490,125870872,12,25,89,45,-86
3139,481413_101438,125890571,43,345,2042,25,-101
2563,481386_101489,125890571,15,346,755,25,-97
342,481327_101532,125932299,280,34,144,25,-99
1969,481374_101495,125890571,10,348,444,25,-100
2011,481392_101484,125870872,70,11,453,45,-105
3128,481263_101530,17854861,253,163,2002,26,-81
1328,481359_101518,17854861,28,351,327,26,-85
940,481349_101521,17854861,339,352,259,26,-106
2099,481382_101505,125870872,357,0,485,45,-114
1537,481371_101502,125890571,347,349,360,25,-117
530,481308_101551,125890330,22,1,181,32,-82
1329,481359_101518,125931787,28,355,327,29,-83
2004,481357_101482,125890571,79,3,452,25,-96
2482,481373_101521,125890571,304,348,662,25,-114
2585,481386_101486,125890571,20,346,785,25,-90
695,481341_101533,125932299,52,354,213,25,-107
1381,481369_101505,125890571,334,349,335,25,-110
3258,481346_101436,125890330,265,163,2924,32,-126
555,481333_101537,125932299,348,350,186,25,-111
1153,481376_101499,125870872,345,4,296,45,-103
1991,481365_101518,125931787,38,354,449,29,-101
950,481332_101540,125932299,341,348,261,25,-115
359,481367_101486,125870872,225,151,148,45,-117
255,481343_101508,125931787,207,154,123,29,-93
390,481309_101550,125890330,15,3,155,32,-84
2768,481305_101507,125890330,293,355,1088,32,-102
3226,481247_101499,125890571,174,164,2506,25,-104
371,481337_101534,125932299,29,353,151,25,-100
1389,481361_101515,125931787,42,356,336,29,-97
3329,481309_101672,125932299,334,343,3607,25,-100
2206,481384_101506,125870872,1,359,528,45,-108
1789,481347_101527,125931787,329,354,406,29,-118
411,481362_101502,125890571,337,354,158,25,-96
3051,481309_101600,125932299,325,343,1844,25,-91
2532,481327_101532,17854861,286,353,706,26,-93
146,481334_101533,125932299,7,358,93,25,-86
1741,481364_101514,17854861,49,351,396,26,-98
1418,481330_101543,125932299,333,347,341,25,-118
826,481381_101482,125870872,93,108,239,45,-115
1442,481347_101533,125932299,61,351,344,25,-113
843,481335_101539,125932299,359,348,242,25,-108
2624,481380_101497,17854861,82,0,832,26,-104
837,481383_101489,125870872,51,12,240,45,-89
106,481370_101488,125870872,250,115,80,45,-109
1704,481346_101539,125932299,40,347,389,25,-129
588,481328_101536,125932299,309,354,193,25,-106
2017,481322_101545,125932299,309,347,456,25,-92
2338,481372_101516,125931787,48,354,587,29,-113
1435,481301_101552,125890330,20,356,343,32,-97
862,481382_101483,125870872,86,69,245,45,-119
213,481333_101534,125932299,350,355,112,25,-91
1382,481370_101499,125890571,358,349,335,25,-101
3252,481387_101454,125890330,243,169,2902,32,-126
2428,481306_101536,125932299,269,106,634,25,-90
99,481331_101527,125932299,198,143,79,25,-86
1897,481298_101544,125890330,353,355,427,32,-102
1159,481365_101492,125890571,35,350,297,25,-110
3248,481404_101471,125890330,231,169,2831,32,-106
1981,481371_101470,125870872,155,168,446,45,-122
2552,481321_101502,125932299,188,161,742,25,-100
1583,481356_101523,125931787,5,354,367,29,-109
2644,481314_101526,125931787,264,150,856,29,-78
3369,481288_101712,125932299,330,343,4682,25,-118
39,481334_101531,125932299,27,14,53,25,-88
2388,481373_101517,125931787,46,353,615,29,-108
2050,481296_101554,125890330,23,355,467,32,-115
451,481374_101494,125870872,340,11,167,45,-84
1847,481342_101489,125890571,134,160,417,25,-120
1092,481384_101483,125870872,81,46,286,45,-107
3280,481340_101431,125890330,268,151,3017,32,-111
2656,481390_101486,125890571,17,346,869,25,-104
2468,481382_101509,125890571,335,347,651,25,-97
3325,481418_101443,125890330,236,170,3561,32,-108
2894,481403_101518,17854861,53,347,1300,26,-98
1363,481367_101492,125890571,30,349,332,25,-111
111,481314_101552,125890330,66,41,82,32,-89
2272,481368_101522,125931787,31,353,556,29,-95
942,481354_101519,125931787,9,356,259,29,-102
1568,481360_101486,125890571,67,355,366,25,-104
73,481316_101547,125890330,273,82,67,32,-102
47,481355_101502,125890571,257,110,57,25,-109
2686,481385_101501,125931787,74,356,906,29,-74
2161,481321_101547,125932299,310,347,511,25,-88
96,481334_101527,125932299,130,137,77,25,-97
1761,481372_101495,125890571,12,348,400,25,-104
3286,481347_101431,125890330,265,163,3051,32,-115
1593,481363_101513,125931787,51,357,369,29,-102
1147,481360_101489,125890571,62,355,295,25,-107
2154,481373_101512,125890571,319,348,503,25,-118
3089,481338_101435,125931787,156,169,1911,29,-93
1766,481357_101524,125931787,6,354,401,29,-106
1122,481340_101539,125932299,23,348,291,25,-88
1346,481387_101488,125870872,58,9,329,45,-99
